Rh, P(Rh) Intensity Weight, P(Rh) Mass Weight, P(Rh) Number Weight, 
-8.7633856888812,0.0,0.0,0.0
-8.724927437062025,0.0,0.0,0.0
-8.687343394416057,0.0,0.0,0.0
-8.650681408689913,0.0,0.0,0.0
-8.613065221083945,0.0,0.0,0.0
-8.576701356328096,0.0,0.0,0.0
-8.538331799389633,0.0,0.0,0.0
-8.501608992364893,0.0,0.0,0.0
-8.46369818109273,0.0,0.0,0.0
-8.4263580399457,0.0,0.0,0.0
-8.389701929455208,0.0,0.0,0.0
-8.352764648450075,0.0,0.0,0.0
-8.31488930676672,0.0,0.0,0.0
-8.278295504490263,0.0,0.0,0.0
-8.240506943600863,0.0,0.0,0.0
-8.203523377347693,0.0,0.0,0.0
-8.166042673905014,0.0,0.0,0.0
-8.129045280800671,0.0,0.0,0.0
-8.09151604665326,0.0,0.0,0.0
-8.054346172873558,0.0,0.0,0.0
-8.017212953110326,0.0,0.0,0.0
-7.97990560499249,0.0,0.0,0.0
-7.9435169257386224,0.0,0.0,0.0
-7.90471484167767,0.0,0.0,0.0
-7.869096982467875,0.0,0.0,0.0
-7.829885903169737,0.0,0.0,0.0
-7.7939237561306625,0.0,0.0,0.0
-7.7554167592099255,0.0,0.0,0.0
-7.720047672443939,0.0,0.0,0.0
-7.682866092061314,0.0,0.0,0.0
-7.644521099985094,0.0,0.0,0.0
-7.607412718532932,0.0,0.0,0.0
-7.569780182248014,0.0,0.0,0.0
-7.533568009593569,0.0,0.0,0.0
-7.49577944870417,0.0,0.0,0.0
-7.458352950763546,0.0,0.0,0.0
-7.421450705450956,0.0,0.0,0.0
-7.3840689778296245,0.0,0.0,0.0
-7.34656033604879,0.0,0.0,0.0
-7.309199778034183,0.0,0.0,0.0
-7.2721969862788125,0.0,0.0,0.0
-7.234913377090401,0.0,0.0,0.0
-7.197654443683596,0.0,0.0,0.0
-7.160656006623462,0.0,0.0,0.0
-7.123481289626932,0.0,0.0,0.0
-7.08640997825135,0.0,0.0,0.0
-7.049138742595131,0.0,0.0,0.0
-7.011479609357384,0.0,0.0,0.0
-6.974641365000133,0.0,0.0,0.0
-6.935474205483208,0.0,0.0,0.0
-6.901018696117706,1.539485432915146e-05,0.002501769015879999,0.02154040249922069
-6.8623109931245825,7.076913592410101e-05,0.008802492495779276,0.058008169236914146
-6.826772667745594,0.00018927848857995896,0.018418849025547575,0.09495787945232177
-6.788209272606233,0.0003910983430198852,0.029159199693669362,0.1151738631714703
